Search_Genus,Search_Species_Epithet,Search_Name,Accepted_Name,Systematic_Order,Family,Subfamily,Genus,Name,Species_Epithet,Author_Year,Author,Year,Full_Name,Aggregate,Synonym_Search_Name,Synonym_Source,Species_Search_Name,usageKey,scientificName,rank,order,matchType,phylum,kingdom,genus,class,confidence,synonym,status,family
Satyrus,williamsi,Satyrus hippolyte williamsi,Pseudochazara williamsi,418,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara williamsi,williamsi,"(Romei, 1927)",Romei,1927,"Pseudochazara williamsi (Romei, 1927)",FALSE,TRUE,"",FALSE,,,,,,,,,,,,,
Pseudochazara,euxina,Pseudochazara euxina,Pseudochazara euxina,419,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara euxina,euxina,"(Kuznetsov, 1909)",Kuznetsov,1909,"Pseudochazara euxina (Kuznetsov, 1909)",FALSE,FALSE,"",TRUE,4535594,"Pseudochazara euxina (Kuznetzov, 1909)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pseudochazara,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Hipparchia,euxina,Hipparchia euxina,Pseudochazara euxina,419,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara euxina,euxina,"(Kuznetsov, 1909)",Kuznetsov,1909,"Pseudochazara euxina (Kuznetsov, 1909)",FALSE,TRUE,"",TRUE,4535595,"Hipparchia euxina Kuznetzov, 1909",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pseudochazara,Insecta,98,TRUE,SYNONYM,Nymphalidae
Pseudochazara,mercurius,Pseudochazara mercurius,Pseudochazara mercurius,420,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara mercurius,mercurius,"(Staudinger, 1887)",Staudinger,1887,"Pseudochazara mercurius (Staudinger, 1887)",FALSE,FALSE,"",TRUE,1911627,"Pseudochazara De Lesse, 1951",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Pseudochazara,Insecta,94,FALSE,ACCEPTED,Nymphalidae
Satyrus,mercurius,Satyrus mercurius,Pseudochazara mercurius,420,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara mercurius,mercurius,"(Staudinger, 1887)",Staudinger,1887,"Pseudochazara mercurius (Staudinger, 1887)",FALSE,TRUE,"",TRUE,1912583,"Satyrus Latreille, 1810",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Satyrus,Insecta,92,FALSE,ACCEPTED,Nymphalidae
Pseudochazara,cingovskii,Pseudochazara cingovskii,Pseudochazara cingovskii,421,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara cingovskii,cingovskii,"(Gross, 1973)",Gross,1973,"Pseudochazara cingovskii (Gross, 1973)",FALSE,FALSE,"",TRUE,9107450,"Pseudochazara cingovskii Gross, 1973",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pseudochazara,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Satyrus,cingovskii,Satyrus cingovskii,Pseudochazara cingovskii,421,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara cingovskii,cingovskii,"(Gross, 1973)",Gross,1973,"Pseudochazara cingovskii (Gross, 1973)",FALSE,TRUE,"",TRUE,1912583,"Satyrus Latreille, 1810",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Satyrus,Insecta,92,FALSE,ACCEPTED,Nymphalidae
Satyrus,cingovskii,Satyrus sintenisi cingovskii,Pseudochazara cingovskii,421,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara cingovskii,cingovskii,"(Gross, 1973)",Gross,1973,"Pseudochazara cingovskii (Gross, 1973)",FALSE,TRUE,"",FALSE,,,,,,,,,,,,,
Pseudochazara,tisiphone,Pseudochazara tisiphone,Pseudochazara tisiphone,422,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara tisiphone,tisiphone,"Brown, [1981]",Brown,1981,"Pseudochazara tisiphone Brown, [1981]",FALSE,FALSE,"",TRUE,4535587,"Pseudochazara tisiphone Brown, 1980",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pseudochazara,Insecta,98,TRUE,SYNONYM,Nymphalidae
Pseudochazara,mniszechii,Pseudochazara mniszechii,Pseudochazara tisiphone,422,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara tisiphone,tisiphone,"Brown, [1981]",Brown,1981,"Pseudochazara tisiphone Brown, [1981]",FALSE,TRUE,kudrna,TRUE,1911629,"Pseudochazara mniszechii (Herrich-Schaffer, 1851)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pseudochazara,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Pseudochazara,tisiphone,Pseudochazara cingovskii tisiphone,Pseudochazara tisiphone,422,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara tisiphone,tisiphone,"Brown, [1981]",Brown,1981,"Pseudochazara tisiphone Brown, [1981]",FALSE,TRUE,"",FALSE,,,,,,,,,,,,,
Pseudochazara,orestes,Pseudochazara orestes,Pseudochazara orestes,423,Nymphalidae,Satyrinae,Pseudochazara,Pseudochazara orestes,orestes,"De Prins & van der Poorten, 1981",De Prins & van der Poorten,1981,"Pseudochazara orestes De Prins & van der Poorten, 1981",FALSE,FALSE,"",TRUE,4535585,"Pseudochazara orestes De Prins & van der Poorten, 1981",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pseudochazara,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Ypthima,asterope,Ypthima asterope,Ypthima asterope,424,Nymphalidae,Satyrinae,Ypthima,Ypthima asterope,asterope,"(Klug, 1832)",Klug,1832,"Ypthima asterope (Klug, 1832)",FALSE,FALSE,"",TRUE,4535754,"Ypthima asterope (Klug, 1832)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Ypthima,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Hipparchia,asterope,Hipparchia asterope,Ypthima asterope,424,Nymphalidae,Satyrinae,Ypthima,Ypthima asterope,asterope,"(Klug, 1832)",Klug,1832,"Ypthima asterope (Klug, 1832)",FALSE,TRUE,"",TRUE,4535755,"Hipparchia asterope Klug, 1832",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Ypthima,Insecta,98,TRUE,SYNONYM,Nymphalidae
Proterebia,phegea,Proterebia phegea,Proterebia phegea,425,Nymphalidae,Satyrinae,Proterebia,Proterebia phegea,phegea,"(Borkhausen, 1788)",Borkhausen,1788,"Proterebia phegea (Borkhausen, 1788)",FALSE,FALSE,"",TRUE,1902809,"Proterebia phegea Borkhausen, 1805",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Proterebia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,phegea,Papilio phegea,Proterebia phegea,425,Nymphalidae,Satyrinae,Proterebia,Proterebia phegea,phegea,"(Borkhausen, 1788)",Borkhausen,1788,"Proterebia phegea (Borkhausen, 1788)",FALSE,TRUE,"",TRUE,9968849,"Papilio phegea Borkhausen, 1788",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Papilio,Insecta,96,FALSE,DOUBTFUL,Papilionidae
Proterebia,afer,Proterebia afer,Proterebia phegea,425,Nymphalidae,Satyrinae,Proterebia,Proterebia phegea,phegea,"(Borkhausen, 1788)",Borkhausen,1788,"Proterebia phegea (Borkhausen, 1788)",FALSE,TRUE,kudrna,TRUE,1902801,"Proterebia Roos & Arnscheid, 1980",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Proterebia,Insecta,94,FALSE,ACCEPTED,Nymphalidae
Hyponephele,huebneri,Hyponephele huebneri,Hyponephele huebneri,426,Nymphalidae,Satyrinae,Hyponephele,Hyponephele huebneri,huebneri,"Koçak, 1980",Koçak,1980,"Hyponephele huebneri Koçak, 1980",FALSE,FALSE,"",TRUE,1906463,"Hyponephele huebneri Kocak, 1980",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Hyponephele,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Hyponephele,lycaon,Hyponephele lycaon,Hyponephele lycaon,427,Nymphalidae,Satyrinae,Hyponephele,Hyponephele lycaon,lycaon,"(Kühn, 1774)",Kühn,1774,"Hyponephele lycaon (Kühn, 1774)",FALSE,FALSE,"",TRUE,8208583,"Hyponephele lycaon (Rottemburg, 1775)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Hyponephele,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,lycaon,Papilio lycaon,Hyponephele lycaon,427,Nymphalidae,Satyrinae,Hyponephele,Hyponephele lycaon,lycaon,"(Kühn, 1774)",Kühn,1774,"Hyponephele lycaon (Kühn, 1774)",FALSE,TRUE,"",TRUE,10175914,"Papilio Linnaeus, 1758",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Papilio,Insecta,94,FALSE,ACCEPTED,Papilionidae
Hyponephele,lupina,Hyponephele lupina,Hyponephele lupina,428,Nymphalidae,Satyrinae,Hyponephele,Hyponephele lupina,lupina,"(Costa, 1836)",Costa,1836,"Hyponephele lupina (Costa, 1836)",FALSE,FALSE,"",TRUE,1906552,"Hyponephele lupinus (O.Costa, 1836)",SPECIES,Lepidoptera,FUZZY,Arthropoda,Animalia,Hyponephele,Insecta,96,FALSE,ACCEPTED,Nymphalidae
Hyponephele,lupinus,Hyponephele lupinus,Hyponephele lupina,428,Nymphalidae,Satyrinae,Hyponephele,Hyponephele lupina,lupina,"(Costa, 1836)",Costa,1836,"Hyponephele lupina (Costa, 1836)",FALSE,TRUE,"",TRUE,1906552,"Hyponephele lupinus (O.Costa, 1836)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Hyponephele,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Satyrus,lupinus,Satyrus lupinus,Hyponephele lupina,428,Nymphalidae,Satyrinae,Hyponephele,Hyponephele lupina,lupina,"(Costa, 1836)",Costa,1836,"Hyponephele lupina (Costa, 1836)",FALSE,TRUE,"",TRUE,8075295,"Satyrus lupinus O.Costa, 1836",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Hyponephele,Insecta,98,TRUE,SYNONYM,Nymphalidae
Aphantopus,hyperantus,Aphantopus hyperantus,Aphantopus hyperantus,429,Nymphalidae,Satyrinae,Aphantopus,Aphantopus hyperantus,hyperantus,"(Linnaeus, 1758)",Linnaeus,1758,"Aphantopus hyperantus (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,1896841,"Aphantopus hyperantus (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Aphantopus,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Aphantopus,hyperanthus,Aphantopus hyperanthus,Aphantopus hyperantus,429,Nymphalidae,Satyrinae,Aphantopus,Aphantopus hyperantus,hyperantus,"(Linnaeus, 1758)",Linnaeus,1758,"Aphantopus hyperantus (Linnaeus, 1758)",FALSE,TRUE,HUBMS,TRUE,1896841,"Aphantopus hyperantus (Linnaeus, 1758)",SPECIES,Lepidoptera,FUZZY,Arthropoda,Animalia,Aphantopus,Insecta,96,FALSE,ACCEPTED,Nymphalidae
Papilio,hyperantus,Papilio hyperantus,Aphantopus hyperantus,429,Nymphalidae,Satyrinae,Aphantopus,Aphantopus hyperantus,hyperantus,"(Linnaeus, 1758)",Linnaeus,1758,"Aphantopus hyperantus (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,4535674,"Papilio hyperantus Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Aphantopus,Insecta,98,TRUE,SYNONYM,Nymphalidae
Pyronia,cecilia,Pyronia cecilia,Pyronia cecilia,430,Nymphalidae,Satyrinae,Pyronia,Pyronia cecilia,cecilia,"(Vallantin, 1894)",Vallantin,1894,"Pyronia cecilia (Vallantin, 1894)",FALSE,FALSE,"",TRUE,7988274,"Pyronia cecilia (Vallantin, 1894)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pyronia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Epinephele,cecilia,Epinephele cecilia,Pyronia cecilia,430,Nymphalidae,Satyrinae,Pyronia,Pyronia cecilia,cecilia,"(Vallantin, 1894)",Vallantin,1894,"Pyronia cecilia (Vallantin, 1894)",FALSE,TRUE,"",TRUE,8788594,"Epinephele cecilia Vallantin, 1894",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pyronia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Epinephele,cecilia,Epinephele ida cecilia,Pyronia cecilia,430,Nymphalidae,Satyrinae,Pyronia,Pyronia cecilia,cecilia,"(Vallantin, 1894)",Vallantin,1894,"Pyronia cecilia (Vallantin, 1894)",FALSE,TRUE,"",FALSE,,,,,,,,,,,,,
Pyronia,tithonus,Pyronia tithonus,Pyronia tithonus,431,Nymphalidae,Satyrinae,Pyronia,Pyronia tithonus,tithonus,"(Linnaeus, 1771)",Linnaeus,1771,"Pyronia tithonus (Linnaeus, 1771)",FALSE,FALSE,"",TRUE,7622059,"Pyronia tithonus (Linnaeus, 1767)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pyronia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,tithonus,Papilio tithonus,Pyronia tithonus,431,Nymphalidae,Satyrinae,Pyronia,Pyronia tithonus,tithonus,"(Linnaeus, 1771)",Linnaeus,1771,"Pyronia tithonus (Linnaeus, 1771)",FALSE,TRUE,"",TRUE,7977804,"Papilio tithonus Linnaeus, 1767",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pyronia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Pyronia,bathseba,Pyronia bathseba,Pyronia bathseba,432,Nymphalidae,Satyrinae,Pyronia,Pyronia bathseba,bathseba,"(Fabricius, 1793)",Fabricius,1793,"Pyronia bathseba (Fabricius, 1793)",FALSE,FALSE,"",TRUE,8404037,"Pyronia bathseba (Fabricius, 1793)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pyronia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,bathseba,Papilio bathseba,Pyronia bathseba,432,Nymphalidae,Satyrinae,Pyronia,Pyronia bathseba,bathseba,"(Fabricius, 1793)",Fabricius,1793,"Pyronia bathseba (Fabricius, 1793)",FALSE,TRUE,"",TRUE,7618543,"Papilio bathseba Fabricius, 1793",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pyronia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Maniola,jurtina,Maniola jurtina,Maniola jurtina,433,Nymphalidae,Satyrinae,Maniola,Maniola jurtina,jurtina,"(Linnaeus, 1758)",Linnaeus,1758,"Maniola jurtina (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,5135513,"Maniola jurtina (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Maniola,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,jurtina,Papilio jurtina,Maniola jurtina,433,Nymphalidae,Satyrinae,Maniola,Maniola jurtina,jurtina,"(Linnaeus, 1758)",Linnaeus,1758,"Maniola jurtina (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,7536841,"Papilio jurtina Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Maniola,Insecta,98,TRUE,SYNONYM,Nymphalidae
Maniola,nurag,Maniola nurag,Maniola nurag,434,Nymphalidae,Satyrinae,Maniola,Maniola nurag,nurag,"(Ghiliani, 1852)",Ghiliani,1852,"Maniola nurag (Ghiliani, 1852)",FALSE,FALSE,"",TRUE,5135538,"Maniola nurag Ghiliani, 1852",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Maniola,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Satyrus,nurag,Satyrus nurag,Maniola nurag,434,Nymphalidae,Satyrinae,Maniola,Maniola nurag,nurag,"(Ghiliani, 1852)",Ghiliani,1852,"Maniola nurag (Ghiliani, 1852)",FALSE,TRUE,"",TRUE,1912583,"Satyrus Latreille, 1810",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Satyrus,Insecta,92,FALSE,ACCEPTED,Nymphalidae
Maniola,chia,Maniola chia,Maniola chia,435,Nymphalidae,Satyrinae,Maniola,Maniola chia,chia,"Thomson, 1987",Thomson,1987,"Maniola chia Thomson, 1987",FALSE,FALSE,"",TRUE,5792082,"Maniola chia Thomson, 1987",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Maniola,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Maniola,megala,Maniola megala,Maniola megala,436,Nymphalidae,Satyrinae,Maniola,Maniola megala,megala,"(Oberthür, 1909)",Oberthür,1909,"Maniola megala (Oberthür, 1909)",FALSE,FALSE,"",TRUE,5772937,"Maniola megala (Oberthur, 1909)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Maniola,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Epinephele,megala,Epinephele megala,Maniola megala,436,Nymphalidae,Satyrinae,Maniola,Maniola megala,megala,"(Oberthür, 1909)",Oberthür,1909,"Maniola megala (Oberthür, 1909)",FALSE,TRUE,"",TRUE,8735555,"Epinephele megala Oberthur, 1909",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Maniola,Insecta,98,TRUE,SYNONYM,Nymphalidae
Epinephele,megala,Epinephele janira megala,Maniola megala,436,Nymphalidae,Satyrinae,Maniola,Maniola megala,megala,"(Oberthür, 1909)",Oberthür,1909,"Maniola megala (Oberthür, 1909)",FALSE,TRUE,"",FALSE,,,,,,,,,,,,,
Maniola,cypricola,Maniola cypricola,Maniola cypricola,437,Nymphalidae,Satyrinae,Maniola,Maniola cypricola,cypricola,"(Graves, 1928)",Graves,1928,"Maniola cypricola (Graves, 1928)",FALSE,FALSE,"",TRUE,5772938,"Maniola cypricola (Graves, 1928)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Maniola,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Epinephele,cypricola,Epinephele cypricola,Maniola cypricola,437,Nymphalidae,Satyrinae,Maniola,Maniola cypricola,cypricola,"(Graves, 1928)",Graves,1928,"Maniola cypricola (Graves, 1928)",FALSE,TRUE,"",TRUE,4535681,"Epinephele cypricola Graves, 1928",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Maniola,Insecta,98,TRUE,SYNONYM,Nymphalidae
Maniola,telmessia,Maniola telmessia,Maniola telmessia,438,Nymphalidae,Satyrinae,Maniola,Maniola telmessia,telmessia,"(Zeller, 1847)",Zeller,1847,"Maniola telmessia (Zeller, 1847)",FALSE,FALSE,"",TRUE,5135546,"Maniola telmessia (Zeller, 1847)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Maniola,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Hipparchia,telmessia,Hipparchia telmessia,Maniola telmessia,438,Nymphalidae,Satyrinae,Maniola,Maniola telmessia,telmessia,"(Zeller, 1847)",Zeller,1847,"Maniola telmessia (Zeller, 1847)",FALSE,TRUE,"",TRUE,9121449,"Hipparchia telmessia Zeller, 1847",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Maniola,Insecta,98,TRUE,SYNONYM,Nymphalidae
Maniola,halicarnassus,Maniola halicarnassus,Maniola halicarnassus,439,Nymphalidae,Satyrinae,Maniola,Maniola halicarnassus,halicarnassus,"Thomson, 1990",Thomson,1990,"Maniola halicarnassus Thomson, 1990",FALSE,FALSE,"",TRUE,9079889,"Maniola halicarnassus Thomson, 1990",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Maniola,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Erebia,edda,Erebia edda,Erebia edda,440,Nymphalidae,Satyrinae,Erebia,Erebia edda,edda,"Ménétriés, 1851",Ménétriés,1851,"Erebia edda Ménétriés, 1851",FALSE,FALSE,"",TRUE,5134465,"Erebia edda Menetries, 1851",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Erebia,fasciata,Erebia fasciata,Erebia fasciata,441,Nymphalidae,Satyrinae,Erebia,Erebia fasciata,fasciata,"Butler, 1868",Butler,1868,"Erebia fasciata Butler, 1868",FALSE,FALSE,"",TRUE,5134559,"Erebia fasciata Butler, 1868",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,97,FALSE,ACCEPTED,Nymphalidae
Erebia,discoidalis,Erebia discoidalis,Erebia discoidalis,442,Nymphalidae,Satyrinae,Erebia,Erebia discoidalis,discoidalis,"(Kirby, 1837)",Kirby,1837,"Erebia discoidalis (Kirby, 1837)",FALSE,FALSE,"",TRUE,5134517,"Erebia discoidalis (Kirby, 1837)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Hipparchia,discoidalis,Hipparchia discoidalis,Erebia discoidalis,442,Nymphalidae,Satyrinae,Erebia,Erebia discoidalis,discoidalis,"(Kirby, 1837)",Kirby,1837,"Erebia discoidalis (Kirby, 1837)",FALSE,TRUE,"",TRUE,8893692,"Hipparchia discoidalis Kirby, 1837",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Erebia,rossii,Erebia rossii,Erebia rossii,443,Nymphalidae,Satyrinae,Erebia,Erebia rossii,rossii,"(Curtis, 1835)",Curtis,1835,"Erebia rossii (Curtis, 1835)",FALSE,FALSE,"",TRUE,5134832,"Erebia rossii (Curtis, 1834)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Hipparchia,rossii,Hipparchia rossii,Erebia rossii,443,Nymphalidae,Satyrinae,Erebia,Erebia rossii,rossii,"(Curtis, 1835)",Curtis,1835,"Erebia rossii (Curtis, 1835)",FALSE,TRUE,"",TRUE,8779317,"Hipparchia rossii Curtis, 1834",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Erebia,cyclopius,Erebia cyclopius,Erebia cyclopius,444,Nymphalidae,Satyrinae,Erebia,Erebia cyclopius,cyclopius,"(Eversmann, 1844)",Eversmann,1844,"Erebia cyclopius (Eversmann, 1844)",FALSE,FALSE,"",TRUE,5134750,"Erebia cyclopius (Eversmann, 1844)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Hipparchia,cyclopius,Hipparchia cyclopius,Erebia cyclopius,444,Nymphalidae,Satyrinae,Erebia,Erebia cyclopius,cyclopius,"(Eversmann, 1844)",Eversmann,1844,"Erebia cyclopius (Eversmann, 1844)",FALSE,TRUE,"",TRUE,8720301,"Hipparchia cyclopius Eversmann, 1844",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Erebia,embla,Erebia embla,Erebia embla,445,Nymphalidae,Satyrinae,Erebia,Erebia embla,embla,"(Thunberg, 1791)",Thunberg,1791,"Erebia embla (Thunberg, 1791)",FALSE,FALSE,"",TRUE,5134667,"Erebia embla (Thunberg, 1791)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,embla,Papilio embla,Erebia embla,445,Nymphalidae,Satyrinae,Erebia,Erebia embla,embla,"(Thunberg, 1791)",Thunberg,1791,"Erebia embla (Thunberg, 1791)",FALSE,TRUE,"",TRUE,9017408,"Papilio embla Thunberg, 1791",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Erebia,disa,Erebia disa,Erebia disa,446,Nymphalidae,Satyrinae,Erebia,Erebia disa,disa,"(Thunberg, 1791)",Thunberg,1791,"Erebia disa (Thunberg, 1791)",FALSE,FALSE,"",TRUE,5134693,"Erebia disa (Thunberg, 1791)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,disa,Papilio disa,Erebia disa,446,Nymphalidae,Satyrinae,Erebia,Erebia disa,disa,"(Thunberg, 1791)",Thunberg,1791,"Erebia disa (Thunberg, 1791)",FALSE,TRUE,"",TRUE,9104136,"Papilio disa Thunberg, 1791",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Erebia,meolans,Erebia meolans,Erebia meolans,447,Nymphalidae,Satyrinae,Erebia,Erebia meolans,meolans,"(Prunner, 1798)",Prunner,1798,"Erebia meolans (Prunner, 1798)",FALSE,FALSE,"",TRUE,7791558,"Erebia meolans (Prunner, 1798)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,meolans,Papilio meolans,Erebia meolans,447,Nymphalidae,Satyrinae,Erebia,Erebia meolans,meolans,"(Prunner, 1798)",Prunner,1798,"Erebia meolans (Prunner, 1798)",FALSE,TRUE,"",TRUE,8105126,"Papilio meolans Prunner, 1798",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Erebia,dabanensis,Erebia dabanensis,Erebia dabanensis,448,Nymphalidae,Satyrinae,Erebia,Erebia dabanensis,dabanensis,"Erschoff, 1872",Erschoff,1872,"Erebia dabanensis Erschoff, 1872",FALSE,FALSE,"",TRUE,5134732,"Erebia dabanensis Erschoff, 1871",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Erebia,jeniseiensis,Erebia jeniseiensis,Erebia jeniseiensis,449,Nymphalidae,Satyrinae,Erebia,Erebia jeniseiensis,jeniseiensis,"Trybom, 1877",Trybom,1877,"Erebia jeniseiensis Trybom, 1877",FALSE,FALSE,"",TRUE,5135186,"Erebia jeniseiensis Trybom, 1877",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Erebia,jeniseiensis,Erebia ligea jeniseiensis,Erebia jeniseiensis,449,Nymphalidae,Satyrinae,Erebia,Erebia jeniseiensis,jeniseiensis,"Trybom, 1877",Trybom,1877,"Erebia jeniseiensis Trybom, 1877",FALSE,TRUE,"",FALSE,,,,,,,,,,,,,
Erebia,claudina,Erebia claudina,Erebia claudina,450,Nymphalidae,Satyrinae,Erebia,Erebia claudina,claudina,"(Borkhausen, 1789)",Borkhausen,1789,"Erebia claudina (Borkhausen, 1789)",FALSE,FALSE,"",TRUE,5134971,"Erebia claudina (Borkhausen, 1789)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,claudina,Papilio claudina,Erebia claudina,450,Nymphalidae,Satyrinae,Erebia,Erebia claudina,claudina,"(Borkhausen, 1789)",Borkhausen,1789,"Erebia claudina (Borkhausen, 1789)",FALSE,TRUE,"",TRUE,9208640,"Papilio claudina Borkhausen, 1789",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Erebia,Insecta,98,TRUE,SYNONYM,Nymphalidae
